region,season,exposure,claims,actual,expected,OE,OE_filtered
14,summer,104.0,3,238659.0,143742.19124832572,1.6603267135930757,
14,winter,52.0,0,0.0,36171.57410271688,0.0,
15,shoulder,174.0,2,176038.0,94578.06870274757,1.8612983159264487,
15,summer,116.0,2,219926.0,140430.16768236828,1.56608799682871,
15,winter,58.0,0,0.0,19273.648976752243,0.0,
16,shoulder,117.0,0,0.0,92183.57110955656,0.0,
16,summer,78.0,4,401694.0,155962.41435648364,2.5755820827564717,
16,winter,39.0,0,0.0,19256.232089586872,0.0,
17,shoulder,147.0,1,59420.0,119675.9445304882,0.49650746633432574,
17,summer,98.0,1,97927.0,121571.20185544126,0.8055114904304699,
17,winter,49.0,1,50296.0,30607.600583192707,1.6432519714602725,
18,shoulder,159.0,0,0.0,57031.65113723056,0.0,
18,summer,106.0,3,451132.0,116973.64362976894,3.8566978509096406,
18,winter,53.0,0,0.0,14977.136197865471,0.0,
19,shoulder,120.0,1,80557.0,80632.10396127377,0.9990685600699464,
19,summer,80.0,2,249541.0,73318.68252229175,3.4035117846550196,
19,winter,40.0,0,0.0,19343.631342395856,0.0,
20,shoulder,126.0,0,0.0,60466.676979373406,0.0,
20,summer,84.0,0,0.0,68819.07663378643,0.0,
20,winter,42.0,0,0.0,19002.251121623864,0.0,
21,shoulder,174.0,1,68348.0,163011.80015172504,0.4192825300768677,
21,summer,116.0,3,317049.0,389102.0021177822,0.8148223300686807,
21,winter,58.0,0,0.0,56794.234164316615,0.0,
22,shoulder,168.0,0,0.0,201472.6232396881,0.0,
22,summer,112.0,2,167241.0,302199.6244635621,0.5534123356270589,
22,winter,56.0,1,122305.0,30643.6622219005,3.9912005005913005,
23,shoulder,144.0,0,0.0,106758.3622892079,0.0,
23,summer,96.0,1,87566.0,163500.08144964091,0.5355715986415022,
23,winter,48.0,0,0.0,33159.002775815716,0.0,
24,shoulder,180.0,5,524069.0,150850.16042310846,3.474103033964814,3.474103033964814
24,summer,120.0,4,426061.0,390922.051882578,1.089887352090275,
24,winter,60.0,0,0.0,50104.24762843262,0.0,
25,shoulder,138.0,1,71340.0,58925.628003334015,1.2106786540478378,
25,summer,92.0,0,0.0,83055.33001698426,0.0,
25,winter,46.0,0,0.0,16099.367904592198,0.0,
26,shoulder,150.0,1,68059.0,105745.09599309396,0.6436137710295787,
26,summer,100.0,0,0.0,136931.71511565128,0.0,
26,winter,50.0,0,0.0,29453.558467555453,0.0,
27,shoulder,147.0,0,0.0,57531.77985494137,0.0,
27,summer,98.0,4,310670.0,182499.20549088702,1.7023087808210382,
27,winter,49.0,1,85992.0,17413.46991614386,4.938246105693022,
28,shoulder,129.0,0,0.0,71185.29662420905,0.0,
28,summer,86.0,1,156826.0,183617.21005741268,0.8540920535224573,
28,winter,43.0,0,0.0,20789.10807788245,0.0,
29,shoulder,195.0,1,125224.0,114859.75489643448,1.0902339127652731,
29,summer,130.0,1,152184.0,274704.3750537061,0.5539919048258596,
29,winter,65.0,1,150619.0,34043.26057390594,4.424341190028343,
30,shoulder,132.0,1,105611.0,103029.38503446721,1.0250570743935736,
30,summer,88.0,0,0.0,175391.104827967,0.0,
30,winter,44.0,0,0.0,23715.251282596506,0.0,
31,shoulder,156.0,0,0.0,114746.27626388098,0.0,
31,summer,104.0,3,197424.0,186154.38750543198,1.0605390646204307,
31,winter,52.0,0,0.0,33622.92030474645,0.0,
32,shoulder,150.0,1,226610.0,140687.00337502858,1.6107386934379926,
32,summer,100.0,4,501649.0,365548.29076814925,1.372319369749627,
32,winter,50.0,0,0.0,48214.51783475988,0.0,
33,shoulder,141.0,2,187487.0,52621.57515555057,3.562930213430217,
33,summer,94.0,2,259966.0,111819.00984464487,2.3248819709741873,
33,winter,47.0,0,0.0,16729.261410124633,0.0,
34,shoulder,177.0,0,0.0,83771.3881261164,0.0,
34,summer,118.0,1,66939.0,150692.45408423137,0.44420936938609834,
34,winter,59.0,1,111446.0,33732.04776053743,3.3038610875672614,
35,shoulder,153.0,0,0.0,116860.60204728747,0.0,
35,summer,102.0,1,96491.0,140536.55085256894,0.6865900679548106,
35,winter,51.0,0,0.0,26479.565210647765,0.0,
36,shoulder,159.0,1,120794.0,100577.95038616146,1.2009988226666037,
36,summer,106.0,0,0.0,84599.09929085703,0.0,
36,winter,53.0,0,0.0,21757.138115055273,0.0,
37,shoulder,186.0,1,63275.0,93012.92783194731,0.6802817788331874,
37,summer,124.0,2,137362.0,81470.77605210652,1.686027882097833,
37,winter,62.0,0,0.0,22339.321256223095,0.0,
38,shoulder,147.0,2,97084.0,107546.86739127596,0.9027134156013112,
38,summer,98.0,1,131214.0,183026.42088014848,0.7169128881448384,
38,winter,49.0,0,0.0,26733.043395670324,0.0,
39,shoulder,180.0,1,69971.0,107612.06313984607,0.6502152078347384,
39,summer,120.0,6,461888.0,315609.13651720725,1.4634810801011697,1.4634810801011697
39,winter,60.0,0,0.0,27820.944329791473,0.0,
40,shoulder,123.0,1,108876.0,87783.94591306667,1.240272339862929,
40,summer,82.0,4,202718.0,89189.90065442222,2.2728806570315294,
40,winter,41.0,0,0.0,24031.493028139244,0.0,
41,shoulder,147.0,2,138347.0,75973.6379420696,1.8209869073992546,
41,summer,98.0,2,153354.0,145498.41236824996,1.0539908821263828,
41,winter,49.0,1,121436.0,15884.358987467698,7.645004755672515,
42,shoulder,147.0,2,337880.0,87811.39444023346,3.8477922159631484,
42,summer,98.0,1,95153.0,162761.52603749261,0.5846160472720144,
42,winter,49.0,0,0.0,29222.402423899355,0.0,
43,shoulder,141.0,1,85273.0,131135.77801201295,0.6502649489919403,
43,summer,94.0,2,184862.0,400195.5328160873,0.4619291942095582,
43,winter,47.0,0,0.0,40116.17884866228,0.0,
44,shoulder,138.0,1,148787.0,70507.34792427602,2.110233959725663,
44,summer,92.0,2,249195.0,89612.13767263359,2.780817492718969,
44,winter,46.0,0,0.0,19702.85041462765,0.0,
45,shoulder,129.0,2,239129.0,121333.40762953469,1.9708421997849814,
45,summer,86.0,4,446191.0,345847.1921803658,1.290139142628352,
45,winter,43.0,0,0.0,26969.791042723034,0.0,
46,shoulder,153.0,1,56853.0,167173.10634063501,0.3400846059781606,
46,summer,102.0,2,124497.0,232112.39602919828,0.5363651495129069,
46,winter,51.0,0,0.0,43278.019557318374,0.0,
47,shoulder,165.0,2,278297.0,151808.3482263358,1.8332127531292173,
47,summer,110.0,2,270454.0,304850.66225391446,0.8871688124290017,
47,winter,55.0,1,188483.0,52729.23890029609,3.5745442932790294,
48,shoulder,162.0,1,109776.0,88806.19935382222,1.2361299188430503,
48,summer,108.0,1,36135.0,281934.7248536782,0.12816796518681325,
48,winter,54.0,0,0.0,22334.51034570948,0.0,
49,shoulder,186.0,0,0.0,216793.78149460512,0.0,
49,summer,124.0,1,154614.0,474097.641694278,0.32612269372920205,
49,winter,62.0,0,0.0,73481.08921012428,0.0,
50,shoulder,135.0,0,0.0,68645.29981316623,0.0,
50,summer,90.0,2,231723.0,188262.8370272353,1.230848337669943,
50,winter,45.0,0,0.0,22208.16378305729,0.0,
51,shoulder,144.0,0,0.0,122943.45431771848,0.0,
51,summer,96.0,2,200592.0,262989.9853589396,0.762736268174713,
51,winter,48.0,0,0.0,30543.625679474786,0.0,
52,shoulder,129.0,0,0.0,53180.60132949037,0.0,
52,summer,86.0,2,283622.0,54185.44173603523,5.234284171413912,
52,winter,43.0,0,0.0,14758.435387113077,0.0,
53,shoulder,162.0,1,78019.0,147714.8518080464,0.5281730242087282,
53,summer,108.0,1,104669.0,385380.9364152714,0.27159880032885897,
53,winter,54.0,0,0.0,43100.53415693934,0.0,
54,shoulder,168.0,0,0.0,187367.38264609146,0.0,
54,summer,112.0,9,1193553.0,469274.9586756222,2.5433980184419385,2.5433980184419385
54,winter,56.0,0,0.0,55368.56085599831,0.0,
55,shoulder,144.0,0,0.0,69679.20808515149,0.0,
55,summer,96.0,2,238074.0,225543.72995549446,1.0555558341035598,
55,winter,48.0,1,94839.0,20234.723439368317,4.686943228266858,
56,shoulder,144.0,0,0.0,101250.82146020616,0.0,
56,summer,96.0,2,256645.0,272058.82780434855,0.9433437689607579,
56,winter,48.0,1,87177.0,32630.85404985399,2.6716125746144876,
57,shoulder,150.0,1,95874.0,81563.47181729197,1.1754526611467035,
57,summer,100.0,1,84458.0,205651.55240336587,0.41068496207771726,
57,winter,50.0,0,0.0,24157.790247049616,0.0,
58,shoulder,132.0,1,57365.0,118575.3128807741,0.48378535638088294,
58,summer,88.0,7,876214.0,290580.6863394982,3.0153896703798155,3.0153896703798155
58,winter,44.0,1,40169.0,27493.06443492281,1.461059391727017,
59,shoulder,114.0,0,0.0,60464.5534027936,0.0,
59,summer,76.0,4,803786.0,179004.61423941012,4.4903088303912355,
59,winter,38.0,0,0.0,16654.8282512893,0.0,
60,shoulder,183.0,1,105562.0,211339.10996314298,0.4994910786669337,
60,summer,122.0,2,473201.0,394920.9261075048,1.1982170827564247,
60,winter,61.0,1,131147.0,44204.318512387355,2.9668368253035897,
61,shoulder,138.0,3,267706.0,91686.93336719312,2.919783552230671,
61,summer,92.0,0,0.0,171805.88245295407,0.0,
61,winter,46.0,2,121553.0,24312.968732259225,4.999512866510604,
62,shoulder,141.0,0,0.0,106030.63940889084,0.0,
62,summer,94.0,1,81890.0,155543.435217324,0.5264767354892476,
62,winter,47.0,0,0.0,34992.64444689139,0.0,
63,shoulder,156.0,0,0.0,70623.51692921328,0.0,
63,summer,104.0,5,468903.0,170014.68244538712,2.7580147388189435,2.7580147388189435
63,winter,52.0,1,88994.0,26780.63414023075,3.3230729165710935,
64,shoulder,150.0,3,195917.0,103029.87363629177,1.9015552779537641,
64,summer,100.0,2,299519.0,291992.1841533779,1.025777456572839,
64,winter,50.0,2,148831.0,25916.837051189752,5.742637487207093,
65,shoulder,138.0,0,0.0,62024.895662514085,0.0,
65,summer,92.0,4,708194.0,157280.22639936022,4.502752928405505,
65,winter,46.0,0,0.0,21303.504250018508,0.0,
66,shoulder,135.0,2,136577.0,105080.68839385758,1.2997345381683236,
66,summer,90.0,1,174348.0,240748.40405225352,0.7241917166028583,
66,winter,45.0,0,0.0,35788.70980785494,0.0,
67,shoulder,159.0,2,207360.0,105330.85161120557,1.9686539777101746,
67,summer,106.0,3,323628.0,237783.55000242384,1.3610192967373105,
67,winter,53.0,0,0.0,35644.45886308957,0.0,
68,shoulder,153.0,2,189372.0,77859.00750089422,2.432242666307107,
68,summer,102.0,2,228511.0,226461.81423477418,1.009048703297508,
68,winter,51.0,0,0.0,25704.274109503494,0.0,
69,shoulder,144.0,0,0.0,91371.0527801132,0.0,
69,summer,96.0,1,112847.0,240207.91785573287,0.4697888437956283,
69,winter,48.0,1,63121.0,25823.608744748435,2.444313675285081,
70,shoulder,159.0,1,105938.0,134402.0282827581,0.7882172713727591,
70,summer,106.0,0,0.0,164251.433947117,0.0,
70,winter,53.0,0,0.0,40490.80818757527,0.0,
71,shoulder,162.0,1,70494.0,127676.44284251533,0.5521300439655263,
71,summer,108.0,2,188024.0,164895.37376797266,1.140262432495966,
71,winter,54.0,0,0.0,30692.643094255494,0.0,
72,shoulder,120.0,1,89409.0,51183.784856790524,1.7468227535373082,
72,summer,80.0,1,71640.0,71733.83991522035,0.9986918319815131,
72,winter,40.0,0,0.0,15744.408849016543,0.0,
73,shoulder,156.0,0,0.0,85402.25949583435,0.0,
73,summer,104.0,0,0.0,115341.79496132127,0.0,
73,winter,52.0,0,0.0,21043.05192707439,0.0,
74,shoulder,120.0,2,189712.0,160074.4110835796,1.1851488236989094,
74,summer,80.0,0,0.0,131107.19070033456,0.0,
74,winter,40.0,0,0.0,36897.120855275345,0.0,
75,shoulder,147.0,2,196370.0,86434.7821592244,2.2718863297215264,
75,summer,98.0,2,182362.0,211275.01581140075,0.8631498584896068,
75,winter,49.0,0,0.0,27936.27370199703,0.0,
76,shoulder,186.0,1,59897.0,175928.3001665908,0.3404625631196463,
76,summer,124.0,2,211334.0,250695.32946520342,0.8429913730376585,
76,winter,62.0,1,64459.0,48467.15968374348,1.3299520834438416,
77,shoulder,177.0,4,402614.0,56672.6285456548,7.104205510348949,
77,summer,118.0,1,87531.0,77525.911720905,1.1290547644910458,
77,winter,59.0,0,0.0,13745.499369898083,0.0,
78,shoulder,132.0,0,0.0,116519.26553128785,0.0,
78,summer,88.0,1,144697.0,298650.3475747704,0.4845030356570187,
78,winter,44.0,0,0.0,36547.40952610769,0.0,
79,shoulder,156.0,0,0.0,59497.86676359702,0.0,
79,summer,104.0,2,177338.0,196558.3900473075,0.9022153669315182,
79,winter,52.0,0,0.0,19933.245605241507,0.0,
80,shoulder,126.0,1,113488.0,164659.13249746777,0.6892299156364454,
80,summer,84.0,2,275588.0,131844.55912576,2.090249319557664,
80,winter,42.0,0,0.0,39889.22165795836,0.0,
81,shoulder,183.0,0,0.0,144427.65328381833,0.0,
81,summer,122.0,4,386552.0,374814.9425087005,1.0313142731523492,
81,winter,61.0,0,0.0,37852.10572289033,0.0,
82,shoulder,141.0,1,30866.0,169973.85300847792,0.18159263588888858,
82,summer,94.0,4,450432.0,274089.4068314776,1.6433761713269923,
82,winter,47.0,0,0.0,44834.2086200871,0.0,
83,shoulder,129.0,1,129679.0,161488.72183906377,0.8030220223628702,
83,summer,86.0,2,241651.0,201086.41319567317,1.2017271388935375,
83,winter,43.0,0,0.0,43491.839915892575,0.0,
84,shoulder,138.0,3,304289.0,91347.06954247797,3.3311303966735393,
84,summer,92.0,0,0.0,158535.71249187153,0.0,
84,winter,46.0,0,0.0,32052.221319050324,0.0,
85,shoulder,144.0,0,0.0,49296.27773995169,0.0,
85,summer,96.0,2,217501.0,134400.07078291892,1.6183101596077618,
85,winter,48.0,0,0.0,12029.997212347835,0.0,
86,shoulder,153.0,0,0.0,121185.18214214667,0.0,
86,summer,102.0,0,0.0,113729.52453871016,0.0,
86,winter,51.0,0,0.0,31788.694182151452,0.0,
87,shoulder,138.0,1,163061.0,46218.84908321065,3.528019481974361,
87,summer,92.0,0,0.0,102605.88650993745,0.0,
87,winter,46.0,0,0.0,12603.565465880762,0.0,
88,shoulder,165.0,1,111176.0,112610.38719788786,0.9872623899661472,
88,summer,110.0,1,84021.0,147688.7975420676,0.5689057084784478,
88,winter,55.0,1,179073.0,42661.573511221264,4.197524499486604,
89,shoulder,219.0,0,0.0,249554.72909305056,0.0,
89,summer,146.0,5,526591.0,638754.3605008768,0.824402982685043,0.824402982685043
89,winter,73.0,0,0.0,81741.0702881537,0.0,
90,shoulder,141.0,1,95647.0,81913.64454863031,1.1676565061540694,
90,summer,94.0,3,363784.0,225523.7571136555,1.613062874864516,
90,winter,47.0,0,0.0,25135.394365771135,0.0,
91,shoulder,138.0,1,69082.0,132306.96318868507,0.5221342727176125,
91,summer,92.0,1,43126.0,212077.25115134456,0.20335042898695446,
91,winter,46.0,0,0.0,27579.269078359914,0.0,
92,shoulder,144.0,1,76250.0,110193.36471098407,0.6919654391168564,
92,summer,96.0,2,230611.0,116770.96518524969,1.9749001786030487,
92,winter,48.0,2,214078.0,39242.30563005502,5.455285986969156,
93,shoulder,138.0,0,0.0,58199.43609171185,0.0,
93,summer,92.0,1,106580.0,45320.85167853481,2.3516769004250464,
93,winter,46.0,0,0.0,11300.782206935075,0.0,
94,shoulder,93.0,0,0.0,104090.519709703,0.0,
94,summer,62.0,1,149712.0,319453.13680050685,0.46865089978281427,
94,winter,31.0,0,0.0,42514.705803948134,0.0,
95,shoulder,135.0,0,0.0,83122.91601273869,0.0,
95,summer,90.0,3,202488.0,302050.93846953614,0.6703769934501371,
95,winter,45.0,1,73771.0,24639.922518935975,2.9939623366634533,
96,shoulder,156.0,3,284950.0,139517.54467101465,2.042395461244091,
96,summer,104.0,4,475377.0,219255.20154982328,2.1681446854613204,
96,winter,52.0,0,0.0,35656.24739886615,0.0,
97,shoulder,126.0,2,289862.0,63145.141989793556,4.590408555053242,
97,summer,84.0,5,745953.0,214218.7213779164,3.4822026534460475,3.4822026534460475
97,winter,42.0,0,0.0,19402.567501205012,0.0,
98,shoulder,132.0,1,48669.0,75808.25738086728,0.6420013027800219,
98,summer,88.0,0,0.0,122145.06034741139,0.0,
98,winter,44.0,0,0.0,16437.996811446876,0.0,
99,shoulder,120.0,0,0.0,96875.57860950334,0.0,
99,summer,80.0,1,142143.0,143583.3283661103,0.9899686935628227,
99,winter,40.0,0,0.0,31871.354172927237,0.0,
100,shoulder,144.0,0,0.0,156119.4770778072,0.0,
100,summer,96.0,1,102821.0,251087.91029596794,0.40950199425691397,
100,winter,48.0,0,0.0,36106.76909858598,0.0,
101,shoulder,156.0,3,338023.0,118453.9668220856,2.853623302524775,
101,summer,104.0,1,83036.0,133100.376160405,0.6238599949554593,
101,winter,52.0,1,130568.0,29851.320218058023,4.373943900846811,
102,shoulder,147.0,2,127147.0,99002.44468033603,1.284281417600732,
102,summer,98.0,1,133295.0,104992.69928077083,1.2695644641304376,
102,winter,49.0,0,0.0,31653.913352102038,0.0,
103,shoulder,156.0,1,97311.0,110031.98602859704,0.8843882902805109,
103,summer,104.0,0,0.0,155389.24080950176,0.0,
103,winter,52.0,0,0.0,35179.279199468656,0.0,
104,shoulder,141.0,0,0.0,58461.4223347099,0.0,
104,summer,94.0,3,225421.0,59036.5753857397,3.8183278506098866,
104,winter,47.0,0,0.0,31654.338494674917,0.0,
105,shoulder,126.0,0,0.0,67391.0449857532,0.0,
105,summer,84.0,1,274304.0,154184.91877673258,1.7790585627716666,
105,winter,42.0,1,48504.0,23076.72765826317,2.1018577988301557,
106,shoulder,165.0,1,39503.0,90218.62992864732,0.4378585668086778,
106,summer,110.0,2,232833.0,107912.53358107043,2.1576085026776037,
106,winter,55.0,0,0.0,21623.654174208208,0.0,
107,shoulder,171.0,1,52186.0,74258.78843825716,0.7027585703662578,
107,summer,114.0,3,353640.0,233673.52388184294,1.5133935335302178,
107,winter,57.0,0,0.0,19550.764479342313,0.0,
108,shoulder,156.0,0,0.0,79830.03494692771,0.0,
108,summer,104.0,1,54151.0,132983.2006652483,0.40720180992117566,
108,winter,52.0,1,65443.0,22313.505824764125,2.932887396267852,
109,shoulder,180.0,2,312697.0,206449.68425001606,1.5146402433888715,
109,summer,120.0,2,174707.0,267865.5565218999,0.652218979806448,
109,winter,60.0,0,0.0,60643.46341276224,0.0,
110,shoulder,150.0,0,0.0,72556.04724885065,0.0,
110,summer,100.0,0,0.0,104744.35937079947,0.0,
110,winter,50.0,0,0.0,20798.70747380858,0.0,
111,shoulder,147.0,0,0.0,85898.25177699796,0.0,
111,summer,98.0,1,108727.0,248776.2415716418,0.43704736156924834,
111,winter,49.0,0,0.0,24018.589912257867,0.0,
112,shoulder,138.0,0,0.0,119293.67187440227,0.0,
112,summer,92.0,1,170233.0,301023.8288783554,0.5655133702680782,
112,winter,46.0,0,0.0,67360.41724243398,0.0,
113,shoulder,165.0,1,72209.0,144935.32057367126,0.49821533987842426,
113,summer,110.0,3,314762.0,425053.3095609885,0.7405235835596677,
113,winter,55.0,1,115613.0,83547.11629565588,1.3838059902734359,
114,shoulder,183.0,3,325738.0,82719.20085582047,3.937876534467024,
114,summer,122.0,1,150821.0,159079.13079094476,0.9480879060007107,
114,winter,61.0,0,0.0,23885.766814535953,0.0,
115,shoulder,159.0,0,0.0,100422.97899992287,0.0,
115,summer,106.0,1,256919.0,266985.76657312637,0.9622947443890455,
115,winter,53.0,0,0.0,30252.218359727885,0.0,
116,shoulder,177.0,1,60690.0,88205.5122894586,0.6880522364729017,
116,summer,118.0,4,280873.0,169157.16984256482,1.6604262193639767,
116,winter,59.0,0,0.0,28991.5151125977,0.0,
117,shoulder,156.0,2,150861.0,55778.64100875654,2.7046374252165224,
117,summer,104.0,3,494793.0,175152.0046907805,2.8249348380198382,
117,winter,52.0,0,0.0,16957.537686704465,0.0,
118,shoulder,108.0,0,0.0,65470.8393945762,0.0,
118,summer,72.0,2,178203.0,136807.00901587072,1.3025867700925104,
118,winter,36.0,0,0.0,21340.19802276184,0.0,
119,shoulder,138.0,1,53911.0,84481.27054878732,0.6381414442490752,
119,summer,92.0,1,58845.0,93903.45103940342,0.6266542853180942,
119,winter,46.0,0,0.0,25078.382466538198,0.0,
